ID,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A677900,2014-06-28 14:11:00,Adoption,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Black
A593164,2015-06-19 16:06:00,Return_to_owner,Dog,Spayed Female,12 years,Chihuahua Shorthair Mix,Chocolate/White
A711326,2015-09-27 14:02:00,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A693539,2014-12-12 11:07:00,Transfer,Dog,Spayed Female,1 month,German Shepherd Mix,Black/Brown
A684842,2014-08-03 17:42:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/White
A691817,2014-11-11 13:58:00,Return_to_owner,Dog,Neutered Male,4 years,Golden Retriever Mix,Gold/White
A678870,2014-08-01 11:18:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A709014,2015-08-08 14:18:00,Transfer,Dog,Intact Female,3 months,Treeing Cur Mix,Black
A663728,2013-10-02 17:39:00,Transfer,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A714400,2015-10-27 13:54:00,Transfer,Dog,Intact Female,1 year,Italian Greyhound Mix,White/Orange
A674907,2014-03-21 14:21:00,Transfer,Cat,Intact Female,2 years,American Shorthair Mix,Black/White
A712949,2015-10-01 09:00:00,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A693763,2014-12-18 18:04:00,Adoption,Dog,Neutered Male,2 months,Keeshond,Brown/Black
A694311,2014-12-27 12:12:00,Transfer,Dog,Intact Female,2 days,Pit Bull Mix,Chocolate/White
A705821,2015-08-02 17:37:00,Adoption,Dog,Neutered Male,1 year,Blue Lacy,Brown/Tan
A674375,2014-03-17 13:28:00,Return_to_owner,Dog,Intact Female,3 years,Pit Bull Mix,White
A719537,2016-01-29 18:48:00,Transfer,Cat,Intact Female,2 years,Domestic Longhair Mix,Black
A707414,2015-07-25 16:21:00,Adoption,Cat,Spayed Female,2 years,Maine Coon Mix,Brown Tabby
A706015,2015-07-02 15:24:00,Transfer,Dog,Intact Male,5 months,Dachshund/Rat Terrier,Red Merle/White
A696737,2015-02-15 18:09:00,Adoption,Dog,Neutered Male,2 years,Yorkshire Terrier Mix,Silver/Tan
A688467,2014-10-30 09:54:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Cream Tabby/White
A693758,2014-12-14 12:46:00,Return_to_owner,Dog,Spayed Female,6 years,Boxer Mix,Brown
A581190,2014-11-20 12:33:00,Transfer,Cat,Neutered Male,4 years,Siamese Mix,White
A709971,2015-08-17 18:12:00,Return_to_owner,Dog,Intact Female,4 months,Miniature Schnauzer Mix,Black/Tan
A688466,2014-11-03 11:47:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A690592,2014-10-23 12:32:00,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Gray/White
A685679,2014-08-23 12:10:00,Adoption,Dog,Spayed Female,1 year,Border Collie Mix,Chocolate/Cream
A713483,2015-10-13 14:34:00,Transfer,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A714285,2015-11-22 19:22:00,Adoption,Dog,Neutered Male,10 months,Labrador Retriever Mix,Black/White
A714123,2015-10-19 09:00:00,Transfer,Cat,Intact Male,3 months,Domestic Shorthair Mix,Cream Tabby
A709675,2015-09-05 12:03:00,Transfer,Dog,Neutered Male,2 years,Pit Bull Mix,Black
A637115,2015-06-29 17:54:00,Return_to_owner,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White
A713939,2015-10-16 14:30:00,Adoption,Dog,Neutered Male,9 years,Basenji Mix,Brown
A664598,2015-04-15 18:55:00,Return_to_owner,Dog,Spayed Female,3 years,American Pit Bull Terrier Mix,Brown Brindle/White
A667777,2014-02-16 19:06:00,Adoption,Dog,Spayed Female,2 years,American Staffordshire Terrier Mix,Chocolate/White
A713518,2016-02-06 16:24:00,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,Black Brindle/White
A692377,2014-12-12 11:08:00,Transfer,Dog,Intact Male,1 month,German Shepherd/Labrador Retriever,Black/White
A674806,2014-03-19 15:06:00,Return_to_owner,Dog,Spayed Female,2 years,Labrador Retriever/Australian Shepherd,Black/White
A682871,2014-07-05 09:00:00,Transfer,Cat,Intact Female,2 years,Domestic Shorthair Mix,Cream Tabby/White
A678891,2014-07-04 15:42:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Silver Tabby
A685038,2014-08-11 16:24:00,Died,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Brown Tabby
A689860,2014-10-25 13:08:00,Transfer,Dog,Neutered Male,1 year,Pit Bull Mix,Chocolate/White
A704374,2015-06-04 09:48:00,Euthanasia,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby/White
A687380,2014-09-14 11:54:00,Return_to_owner,Dog,Spayed Female,1 year,Dachshund Mix,White/Brown
A662430,2013-10-23 11:32:00,Transfer,Cat,Spayed Female,9 years,Domestic Medium Hair Mix,Tortie
A695777,2015-01-25 09:35:00,Euthanasia,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/Black
A670627,2014-06-20 13:10:00,Adoption,Dog,Neutered Male,4 years,Pomeranian Mix,Sable
A687050,2014-08-31 09:00:00,Transfer,Cat,Intact Female,4 months,Domestic Shorthair Mix,Calico
A701979,2015-12-20 11:54:00,Adoption,Dog,Spayed Female,11 years,Labrador Retriever Mix,Tan
A660052,2013-11-13 12:56:00,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black
A717222,2015-12-04 12:38:00,Return_to_owner,Dog,Intact Female,12 years,German Shepherd Mix,Sable
A675649,2014-04-01 18:08:00,Return_to_owner,Dog,Spayed Female,8 months,Yorkshire Terrier Mix,White/Brown
A710400,2015-11-02 15:58:00,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A660790,2015-06-22 18:02:00,Return_to_owner,Dog,Neutered Male,2 years,Siberian Husky Mix,Silver/White
A684298,2014-07-27 13:58:00,Transfer,Dog,Intact Male,2 months,Chihuahua Shorthair Mix,White/Tan
A711565,2015-10-02 17:57:00,Adoption,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,White/Black
A696156,2015-02-01 17:51:00,Adoption,Dog,Spayed Female,2 months,Cairn Terrier/Border Collie,Black/White
A718105,2015-12-28 18:14:00,Adoption,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tan
A701230,2015-05-06 12:38:00,Return_to_owner,Dog,Neutered Male,9 years,Anatol Shepherd Mix,Yellow
A715559,2015-11-06 17:40:00,Return_to_owner,Dog,Neutered Male,1 year,Basset Hound Mix,Brown
A666250,2013-11-22 16:04:00,Transfer,Cat,Intact Female,1 month,Domestic Longhair Mix,Black
A706393,2015-11-24 11:58:00,Adoption,Cat,Neutered Male,5 months,Domestic Medium Hair Mix,Blue Tabby/White
A691643,2014-11-14 14:25:00,Transfer,Cat,Intact Male,4 weeks,Domestic Longhair Mix,Black Tabby
A646767,2015-10-13 13:49:00,Transfer,Dog,Spayed Female,2 years,Finnish Spitz Mix,White
A706041,2015-07-06 16:52:00,Transfer,Cat,Intact Female,2 months,Balinese Mix,Seal Point
A679508,2014-05-22 19:17:00,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico
A616444,2015-05-15 16:52:00,Return_to_owner,Dog,Neutered Male,5 years,Labrador Retriever Mix,Yellow
A696695,2015-02-14 17:36:00,Adoption,Dog,Spayed Female,1 year,Standard Schnauzer Mix,Blue
A715639,2015-12-20 17:41:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A613676,2016-01-02 14:18:00,Return_to_owner,Dog,Neutered Male,7 years,Beagle,White/Tan
A688920,2014-10-10 08:05:00,Died,Cat,Intact Male,1 month,Domestic Medium Hair Mix,White/Black
A669568,2014-01-03 11:54:00,Adoption,Dog,Neutered Male,10 years,Miniature Schnauzer/Miniature Poodle,White
A526257,2015-10-31 11:13:00,Return_to_owner,Dog,Neutered Male,8 years,Yorkshire Terrier Mix,Tan/Black
A681361,2014-06-16 14:24:00,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby
A673498,2014-03-07 12:16:00,Transfer,Dog,Neutered Male,1 year,Rat Terrier/Dachshund,White/Black
A716634,2015-12-19 18:44:00,Adoption,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie/Blue Cream
A682305,2014-07-08 13:07:00,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A681837,2014-07-06 11:55:00,Euthanasia,Cat,Intact Male,2 months,Domestic Shorthair Mix,Cream Tabby
A581850,2014-01-02 18:38:00,Return_to_owner,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Blue/White
A692872,2014-12-24 11:20:00,Adoption,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A702722,2015-05-26 00:00:00,Transfer,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/White
A667589,2013-12-14 17:29:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Cream/Blue Tabby
A710853,2016-01-27 15:33:00,Euthanasia,Dog,Neutered Male,2 years,German Shepherd Mix,Brown
A682785,2014-07-13 13:42:00,Adoption,Dog,Spayed Female,2 years,Australian Kelpie Mix,Black/Brown
A715494,2016-01-21 11:41:00,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A691740,2014-11-11 13:43:00,Transfer,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Black/White
A716405,2015-12-08 16:12:00,Transfer,Dog,Intact Male,1 month,Border Terrier Mix,Tan
A688729,2014-09-25 18:46:00,Return_to_owner,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
A665262,2013-12-09 18:43:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A708855,2016-01-10 15:21:00,Return_to_owner,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Black
A716395,2015-11-28 17:27:00,Transfer,Dog,Intact Female,2 years,Pit Bull Mix,Fawn/White
A708604,2015-07-30 12:58:00,Transfer,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Black
A697175,2015-02-23 17:47:00,Adoption,Dog,Spayed Female,2 months,Labrador Retriever/Australian Cattle Dog,Black/White
A699453,2015-04-25 16:28:00,Transfer,Dog,Spayed Female,5 months,Labrador Retriever/Border Collie,Black
A680593,2014-06-21 18:13:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A698065,2015-03-07 12:15:00,Transfer,Dog,Neutered Male,4 years,Siberian Husky Mix,Black/White
A672281,2014-04-08 14:21:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A667847,2013-11-30 18:41:00,Transfer,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Brown Tabby
A653768,2014-03-09 15:36:00,Transfer,Dog,Neutered Male,2 years,Rottweiler Mix,Black/Tan
A708230,2016-01-10 17:21:00,Adoption,Dog,Neutered Male,3 years,Basset Hound Mix,White/Black
A716325,2015-11-22 19:43:00,Transfer,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Blue Tabby
A669788,2014-07-15 13:51:00,Transfer,Dog,Spayed Female,3 years,Great Dane,Black/White
A715737,2015-11-09 17:54:00,Return_to_owner,Dog,Neutered Male,4 years,Great Dane,Black/White
A680798,2014-07-14 18:19:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A318574,2015-07-31 17:02:00,Adoption,Cat,Neutered Male,12 years,Domestic Shorthair,Brown Tabby
A703879,2015-06-06 13:07:00,Transfer,Cat,Spayed Female,2 years,Domestic Shorthair Mix,White/Black
A670165,2014-01-09 18:21:00,Transfer,Dog,Neutered Male,1 year,German Shepherd Mix,Black/Tan
A690282,2014-12-24 11:05:00,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White
A713333,2015-10-07 17:10:00,Return_to_owner,Dog,Neutered Male,2 years,Yorkshire Terrier,Black/Tan
A690632,2014-10-27 16:53:00,Adoption,Dog,Neutered Male,3 years,Great Pyrenees/Australian Cattle Dog,Red Tick/White
A676219,2014-04-07 11:01:00,Euthanasia,Cat,Intact Male,12 years,Domestic Shorthair Mix,Orange Tabby
A699298,2015-04-02 12:47:00,Transfer,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
A664837,2013-10-09 19:29:00,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A677812,2014-05-22 18:32:00,Died,Cat,Intact Male,1 month,Manx Mix,Brown Tabby
A714229,2015-10-20 15:59:00,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby/White
A684690,2014-07-28 17:21:00,Transfer,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,White/Brown Tabby
A668007,2013-12-08 14:32:00,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie/White
A710049,2015-08-25 17:36:00,Adoption,Dog,Spayed Female,1 year,Bull Terrier/Jack Russell Terrier,White/Brown Brindle
A680563,2014-06-04 17:16:00,Return_to_owner,Dog,Spayed Female,4 years,Dachshund,Tan/White
A685981,2014-08-19 17:42:00,Adoption,Dog,Neutered Male,1 year,Yorkshire Terrier Mix,Brown/Black
A674115,2014-03-07 16:27:00,Return_to_owner,Dog,Neutered Male,2 years,Ibizan Hound/Pit Bull,Tan/White
A685417,2014-08-09 11:02:00,Return_to_owner,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black/White
A704464,2015-07-02 00:00:00,Transfer,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A689528,2014-10-20 11:41:00,Transfer,Dog,Spayed Female,2 years,Havanese Mix,White
A717643,2016-02-21 00:00:00,Transfer,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
A681726,2014-06-30 09:00:00,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A709877,2015-08-23 19:43:00,Adoption,Dog,Spayed Female,2 months,Catahoula Mix,White/Blue
A684830,2014-07-30 09:00:00,Transfer,Cat,Intact Female,4 months,Domestic Shorthair Mix,Calico
A711038,2015-09-18 15:17:00,Transfer,Cat,Neutered Male,3 years,Maine Coon Mix,Brown Tabby
A686862,2014-08-28 10:13:00,Euthanasia,Cat,Intact Male,5 months,Domestic Shorthair Mix,Black/White
A669063,2013-12-14 11:52:00,Return_to_owner,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,White/Brown
A687786,2014-10-05 15:57:00,Adoption,Dog,Spayed Female,5 years,German Shepherd Mix,Tan/Black
A634550,2015-02-22 15:31:00,Return_to_owner,Dog,Neutered Male,5 years,Catahoula/Australian Cattle Dog,Tricolor
A705130,2015-06-18 12:07:00,Transfer,Dog,Neutered Male,10 years,German Shepherd,Black/Brown
A671261,2014-01-26 18:53:00,Transfer,Dog,Intact Male,7 months,Chihuahua Shorthair Mix,Tan
A694688,2015-01-12 11:50:00,Transfer,Dog,Spayed Female,7 years,Cocker Spaniel Mix,Red/White
A688013,2014-11-09 16:12:00,Adoption,Dog,Neutered Male,1 year,Rottweiler Mix,Black/Tan
A674893,2014-03-20 17:30:00,Return_to_owner,Dog,Neutered Male,6 years,Standard Poodle Mix,White
A711238,2015-09-13 15:40:00,Adoption,Dog,Neutered Male,5 months,Cairn Terrier Mix,Black/Brown
A717109,2016-01-11 10:36:00,Adoption,Dog,Neutered Male,2 years,Golden Retriever/Australian Cattle Dog,Tan
A705049,2015-07-02 00:00:00,Transfer,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A714108,2015-10-19 09:00:00,Transfer,Cat,Unknown,3 months,Domestic Shorthair Mix,Black
A697465,2015-02-25 09:00:00,Transfer,Cat,Unknown,8 months,Domestic Shorthair Mix,Black/White
A694066,2014-12-26 15:47:00,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue Tabby
A674546,2014-03-22 14:00:00,Adoption,Dog,Neutered Male,5 months,Labrador Retriever/German Shepherd,Tan
A673533,2014-03-08 17:19:00,Return_to_owner,Dog,Intact Female,2 years,Nova Scotia Duck Tolling Retriever Mix,Tan/White
A720664,2016-02-17 10:54:00,Return_to_owner,Dog,Intact Male,4 years,Chow Chow Mix,Black
A692722,2014-12-17 15:38:00,Adoption,Dog,Neutered Male,1 year,Dachshund/Cardigan Welsh Corgi,Blue Merle
A678184,2014-05-05 16:31:00,Return_to_owner,Dog,Spayed Female,15 years,Rat Terrier Mix,White/Black
A707114,2015-09-22 17:23:00,Adoption,Dog,Neutered Male,1 year,American Staffordshire Terrier Mix,White/Brown Brindle
A713377,2015-11-06 12:21:00,Adoption,Dog,Neutered Male,1 year,American Pit Bull Terrier Mix,Tan/White
A709298,2015-08-11 00:00:00,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A701676,2015-05-12 12:02:00,Transfer,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A704800,2015-06-20 12:30:00,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A669210,2013-12-17 14:04:00,Return_to_owner,Dog,Spayed Female,15 years,Chihuahua Shorthair Mix,White
A671550,2014-02-03 08:46:00,Died,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Tan/White
A713469,2015-10-12 17:34:00,Adoption,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black
A664308,2013-10-02 18:21:00,Return_to_owner,Dog,Intact Male,6 years,Australian Cattle Dog Mix,Brown/Black
A691688,2014-12-04 18:40:00,Adoption,Dog,Spayed Female,2 years,American Staffordshire Terrier Mix,White
A671296,2014-01-26 12:16:00,Transfer,Dog,Neutered Male,10 years,Boston Terrier Mix,White/Black
A715372,2015-11-12 18:30:00,Adoption,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A709853,2015-09-04 14:17:00,Transfer,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Black/White
A677607,2014-05-09 13:55:00,Adoption,Dog,Spayed Female,1 year,Siberian Husky Mix,Sable/White
A690065,2014-10-23 18:48:00,Adoption,Dog,Neutered Male,2 years,Great Dane/Labrador Retriever,Black
A678076,2014-05-04 17:20:00,Euthanasia,Dog,Neutered Male,12 years,German Shepherd/Siberian Husky,White
A696968,2015-02-19 18:34:00,Adoption,Dog,Spayed Female,8 months,Chow Chow Mix,Tan
A668703,2013-12-18 16:15:00,Transfer,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby/White
A716345,2015-11-18 18:55:00,Return_to_owner,Dog,Neutered Male,4 years,Dachshund/Whippet,White/Black
A677347,2014-04-23 19:01:00,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A708409,2015-07-28 09:00:00,Transfer,Cat,Intact Male,9 months,Domestic Shorthair Mix,Orange Tabby
A665410,2013-10-18 17:27:00,Return_to_owner,Dog,Neutered Male,2 years,Boston Terrier Mix,Black Brindle/White
A699233,2015-04-03 16:50:00,Adoption,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Brown Tabby
A707345,2015-07-12 09:00:00,Transfer,Cat,Intact Female,2 years,Domestic Medium Hair,Calico
A702378,2015-05-24 13:49:00,Adoption,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Black
A693100,2014-12-14 16:30:00,Adoption,Cat,Neutered Male,5 months,Domestic Medium Hair Mix,Orange Tabby/White
A720155,2016-02-12 15:23:00,Adoption,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue Tabby/White
A696750,2015-02-12 09:00:00,Transfer,Cat,Intact Male,2 years,Domestic Longhair Mix,Brown Tabby
A676642,2014-04-13 11:09:00,Return_to_owner,Dog,Neutered Male,9 years,Golden Retriever Mix,Gold
A693470,2014-12-20 16:05:00,Adoption,Dog,Neutered Male,6 months,Pit Bull Mix,Brown/White
A679048,2014-05-22 18:31:00,Adoption,Dog,Spayed Female,3 months,Pointer Mix,White/Orange
A674690,2014-03-21 14:51:00,Adoption,Cat,Intact Female,4 months,Domestic Shorthair Mix,Blue
A677649,2014-05-04 13:19:00,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico
A658509,2015-01-12 12:37:00,Return_to_owner,Dog,Spayed Female,1 year,Australian Shepherd Mix,White/Tan
A667391,2013-11-19 12:26:00,Return_to_owner,Dog,Neutered Male,3 years,Pit Bull Mix,White
A708285,2015-07-26 09:00:00,Transfer,Cat,Intact Male,3 months,Domestic Shorthair Mix,White/Chocolate Point
A679092,2014-06-28 16:32:00,Adoption,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Brown Tabby/White
A692565,2014-11-29 13:56:00,Adoption,Dog,Neutered Male,1 month,Anatol Shepherd Mix,Brown/White
A685892,2014-08-19 13:06:00,Transfer,Dog,Spayed Female,13 years,Pekingese Mix,Tan/White
A664536,2014-04-18 14:16:00,Transfer,Cat,Spayed Female,3 years,Domestic Longhair Mix,Black/White
A718238,2016-01-04 19:15:00,Return_to_owner,Dog,Neutered Male,2 years,Rottweiler Mix,Black/Brown
A677289,2014-04-28 11:20:00,Died,Dog,Intact Female,3 months,Beagle Mix,White/Brown
A679409,2014-05-27 18:29:00,Adoption,Dog,Neutered Male,2 months,Labrador Retriever Mix,Buff
A706919,2015-07-06 11:53:00,Return_to_owner,Dog,Intact Male,6 years,Chihuahua Shorthair Mix,Black/Tan
A714027,2015-10-23 18:47:00,Adoption,Cat,Neutered Male,5 years,Domestic Longhair Mix,Blue/White
A690872,2015-03-28 11:25:00,Return_to_owner,Dog,Neutered Male,6 years,American Bulldog Mix,White
A664933,2013-10-31 17:09:00,Adoption,Dog,Neutered Male,2 years,Labrador Retriever Mix,Tan
A718179,2015-12-28 18:26:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby/White
A670913,2014-03-28 13:18:00,Return_to_owner,Dog,Neutered Male,4 months,Catahoula/Plott Hound,Brown Merle
A682841,2014-07-08 15:29:00,Transfer,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A691063,2014-10-30 09:00:00,Transfer,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White
A696015,2015-01-31 18:08:00,Adoption,Dog,Neutered Male,4 months,Pit Bull/Pointer,Black/White
A693932,2015-01-03 16:46:00,Adoption,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black/White
A685160,2014-08-10 16:34:00,Transfer,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black/White
A671095,2014-02-19 11:10:00,Transfer,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn
A697107,2015-02-23 15:51:00,Adoption,Dog,Neutered Male,1 year,Chihuahua Shorthair/Yorkshire Terrier,Silver/Tan
A713803,2015-12-09 09:15:00,Adoption,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Tortie
A617461,2014-02-01 12:21:00,Return_to_owner,Dog,Neutered Male,3 years,German Wirehaired Pointer,Black/Gray
A689101,2014-10-03 16:44:00,Adoption,Dog,Spayed Female,3 months,Dachshund Mix,Black/Tan
A672311,2015-09-01 08:49:00,Adoption,Dog,Neutered Male,1 year,Border Collie Mix,Black
A678674,2014-05-17 13:24:00,Transfer,Cat,Unknown,1 month,Domestic Shorthair Mix,Black
A674990,2014-03-25 16:56:00,Adoption,Dog,Spayed Female,2 years,Rat Terrier/Chihuahua Shorthair,White/Black
A698959,2015-03-20 17:25:00,Return_to_owner,Dog,Intact Female,5 years,Labrador Retriever Mix,Black
A709345,2015-08-13 13:29:00,Transfer,Dog,Neutered Male,2 years,Pointer Mix,Black/White
A715774,2015-11-17 11:34:00,Transfer,Dog,Neutered Male,2 years,American Staffordshire Terrier/American Bulldog,Brown Brindle/White
A676819,2014-06-30 13:22:00,Return_to_owner,Dog,Spayed Female,2 years,Rottweiler Mix,Black
A684179,2014-07-21 17:15:00,Return_to_owner,Dog,Neutered Male,7 years,Pomeranian Mix,Tan
A674147,2014-03-17 17:54:00,Return_to_owner,Dog,Spayed Female,10 months,Pit Bull Mix,Brown
A695749,2015-01-25 18:36:00,Adoption,Dog,Neutered Male,2 months,Anatol Shepherd Mix,White/Brown
A678374,2014-11-11 13:29:00,Return_to_owner,Dog,Neutered Male,12 years,Border Collie Mix,Tricolor
A686411,2014-08-21 18:04:00,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A699976,2015-04-10 18:00:00,Euthanasia,Dog,Spayed Female,2 years,Staffordshire Mix,Black/Brown Brindle
A690639,2014-10-25 14:43:00,Adoption,Cat,Spayed Female,2 months,Domestic Longhair Mix,Tortie
A702782,2015-05-20 11:57:00,Transfer,Dog,Intact Male,1 year,Lhasa Apso/Pbgv,Black/Tan
A712290,2015-09-29 14:41:00,Transfer,Dog,Intact Male,3 years,Labrador Retriever/Harrier,Tan/White
A678732,2014-05-13 19:14:00,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
A689268,2014-10-01 15:19:00,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black/White
A711634,2015-09-10 11:35:00,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A693408,2014-12-14 18:44:00,Adoption,Dog,Neutered Male,2 years,Golden Retriever/Labrador Retriever,Buff
A665894,2013-10-27 14:43:00,Transfer,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Cream Tabby
A662115,2013-10-15 14:31:00,Transfer,Dog,Spayed Female,8 years,Pit Bull Mix,Black/White
A677946,2014-08-23 16:38:00,Adoption,Dog,Spayed Female,1 year,American Pit Bull Terrier Mix,Black/White
A694824,2015-01-09 16:29:00,Adoption,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Tortie
A555446,2014-07-15 19:00:00,Adoption,Dog,Neutered Male,5 years,Rat Terrier Mix,Brown/White
A690804,2014-10-27 09:00:00,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby
A689730,2014-10-14 16:30:00,Adoption,Dog,Spayed Female,6 years,Rat Terrier Mix,Tricolor
A671537,2014-02-02 14:00:00,Transfer,Dog,Intact Male,1 year,Anatol Shepherd/Labrador Retriever,White/Tan
A669724,2014-03-20 12:56:00,Transfer,Dog,Neutered Male,10 years,Pekingese Mix,White/Tan
A717182,2015-12-14 18:33:00,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Black
A709194,2015-08-06 09:00:00,Transfer,Cat,Intact Male,4 months,Domestic Shorthair Mix,White
A706748,2015-07-14 15:51:00,Transfer,Dog,Intact Female,2 years,Standard Schnauzer Mix,Black
A720469,2016-02-10 17:38:00,Return_to_owner,Dog,Neutered Male,4 years,Boston Terrier Mix,Black/White
A700443,2015-04-13 19:07:00,Transfer,Cat,Intact Female,2 days,Domestic Shorthair Mix,Black/White
A712358,2015-09-22 15:57:00,Transfer,Cat,Intact Female,1 week,Domestic Shorthair Mix,Blue
A680597,2014-06-04 18:39:00,Return_to_owner,Dog,Neutered Male,8 years,Rottweiler Mix,Black
A669306,2015-01-21 18:36:00,Return_to_owner,Dog,Spayed Female,4 years,Affenpinscher Mix,Black
A679483,2014-06-17 13:26:00,Transfer,Dog,Neutered Male,5 months,German Shepherd Mix,Tricolor
A687025,2014-08-30 15:01:00,Euthanasia,Dog,Intact Male,10 years,German Shepherd Mix,Brown
A702883,2015-05-19 12:34:00,Euthanasia,Cat,Neutered Male,18 years,Domestic Longhair Mix,White/Black
A717073,2015-12-02 13:33:00,Return_to_owner,Dog,Intact Female,2 years,Alaskan Husky,Black/White
A707131,2015-07-12 12:09:00,Transfer,Dog,Intact Female,11 months,Pit Bull Mix,Black
